ticker,googleTicker,companyName,sector,currentPrice,currentMarketCap,volume,price1D,price1W,price1M,price1Q,price1Y,price2Y,price3Y,price5Y,priceLongest
MO,MO,Altria,Consumer Staples,"=IFERROR(GOOGLEFINANCE(B23,""price""),"""")","=IFERROR(GOOGLEFINANCE(B23,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B23,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B23,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMZN,AMZN,Amazon,Consumer Discretionary,"=IFERROR(GOOGLEFINANCE(B24,""price""),"""")","=IFERROR(GOOGLEFINANCE(B24,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B24,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B24,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMCR,AMCR,Amcor,Materials,"=IFERROR(GOOGLEFINANCE(B25,""price""),"""")","=IFERROR(GOOGLEFINANCE(B25,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B25,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B25,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AEE,AEE,Ameren,Utilities,"=IFERROR(GOOGLEFINANCE(B26,""price""),"""")","=IFERROR(GOOGLEFINANCE(B26,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B26,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B26,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AEP,AEP,American Electric Power,Utilities,"=IFERROR(GOOGLEFINANCE(B27,""price""),"""")","=IFERROR(GOOGLEFINANCE(B27,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B27,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B27,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AXP,AXP,American Express,Financials,"=IFERROR(GOOGLEFINANCE(B28,""price""),"""")","=IFERROR(GOOGLEFINANCE(B28,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B28,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B28,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AIG,AIG,American International Group,Financials,"=IFERROR(GOOGLEFINANCE(B29,""price""),"""")","=IFERROR(GOOGLEFINANCE(B29,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B29,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B29,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMT,AMT,American Tower,Real Estate,"=IFERROR(GOOGLEFINANCE(B30,""price""),"""")","=IFERROR(GOOGLEFINANCE(B30,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B30,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B30,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AWK,AWK,American Water Works,Utilities,"=IFERROR(GOOGLEFINANCE(B31,""price""),"""")","=IFERROR(GOOGLEFINANCE(B31,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B31,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B31,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMP,AMP,Ameriprise Financial,Financials,"=IFERROR(GOOGLEFINANCE(B32,""price""),"""")","=IFERROR(GOOGLEFINANCE(B32,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B32,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B32,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AME,AME,Ametek,Industrials,"=IFERROR(GOOGLEFINANCE(B33,""price""),"""")","=IFERROR(GOOGLEFINANCE(B33,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B33,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B33,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMGN,AMGN,Amgen,Health Care,"=IFERROR(GOOGLEFINANCE(B34,""price""),"""")","=IFERROR(GOOGLEFINANCE(B34,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B34,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B34,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APH,APH,Amphenol,Information Technology,"=IFERROR(GOOGLEFINANCE(B35,""price""),"""")","=IFERROR(GOOGLEFINANCE(B35,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B35,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B35,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ADI,ADI,Analog Devices,Information Technology,"=IFERROR(GOOGLEFINANCE(B36,""price""),"""")","=IFERROR(GOOGLEFINANCE(B36,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B36,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B36,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AON,AON,Aon plc,Financials,"=IFERROR(GOOGLEFINANCE(B37,""price""),"""")","=IFERROR(GOOGLEFINANCE(B37,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B37,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B37,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APA,APA,APA Corporation,Energy,"=IFERROR(GOOGLEFINANCE(B38,""price""),"""")","=IFERROR(GOOGLEFINANCE(B38,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B38,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B38,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APO,APO,Apollo Global Management,Financials,"=IFERROR(GOOGLEFINANCE(B39,""price""),"""")","=IFERROR(GOOGLEFINANCE(B39,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B39,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B39,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AAPL,AAPL,Apple Inc.,Information Technology,"=IFERROR(GOOGLEFINANCE(B40,""price""),"""")","=IFERROR(GOOGLEFINANCE(B40,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B40,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B40,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMAT,AMAT,Applied Materials,Information Technology,"=IFERROR(GOOGLEFINANCE(B41,""price""),"""")","=IFERROR(GOOGLEFINANCE(B41,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B41,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B41,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APP,APP,AppLovin,Information Technology,"=IFERROR(GOOGLEFINANCE(B42,""price""),"""")","=IFERROR(GOOGLEFINANCE(B42,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B42,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B42,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APTV,APTV,Aptiv,Consumer Discretionary,"=IFERROR(GOOGLEFINANCE(B43,""price""),"""")","=IFERROR(GOOGLEFINANCE(B43,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B43,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B43,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
